question,answer_B,source_pdf
대출이동시스템을 통한 대환대출서비스를 이용할 수 있는 대상은 누구인가요?,"본 서비스는 만 19세 미만 미성년자 및 외국인을 제외한 개인에 한해 이용할 수 있으며 법인, 임의 단체는 이용할 수 없습니다.",pdf_100_label_1.pdf
기존대출 상환 실패 시 신규대출 계약은 어떻게 처리되나요?,기존대출 상환 실패 시 신규기관에서 실행된 신규대출 계약은 취소됩니다.,pdf_100_label_1.pdf
여신금융회사와 관련된 분쟁처리는 어떤 약관을 준용하나요?,"여신금융회사와 관련된 분쟁처리는 「은행여신거래기본약관」, 「상호저축은행 여신거래기본약관」, 「여신금융회사 표준 여신거래기본약관」, 「신용카드 개인회원 표준약관」을 준용합니다.",pdf_100_label_1.pdf
KB마이데이터 서비스에서 이용자가 전송요구를 할 때 어떤 방법을 사용할 수 있나요?,"이용자는 정보제공자에게 서면, 전자문서, 개인비밀번호 및 기타 방법의 수단을 활용하여 전송요구 또는 제공요구를 할 수 있습니다.",pdf_101_label_1.pdf
이용자가 전송 또는 제공요구를 철회할 수 있는 방법은 무엇인가요?,"이용자는 전송 또는 제공요구를 철회할 수 있으며, 철회의 방법은 전송 또는 제공요구의 방법과 같습니다.",pdf_101_label_1.pdf
은행이 서비스 장애 시 어떤 의무를 지고 있나요?,은행은 서비스 장애 시 이를 신속히 복구하여야 합니다.,pdf_101_label_1.pdf
"이용자가 약관 변경에 이의를 제기하지 않는 경우, 어떤 효과가 발생합니까?",이용자가 약관의 변경내용에 이의를 제기하지 아니하는 경우에는 약관의 변경내용에 승인한 것으로 봅니다.,pdf_101_label_1.pdf
KB 브릿지보증대출의 대출신청자격은 무엇인가요?,"대출신청자격은 당행 지역신용보증재단의 보증서 사업자대출을 보유중인 폐업사업자(개인사업자)로서, 지역신용보증재단의 브릿지보증서 발급을 승인받은 고객입니다.",pdf_102_label_1.pdf
KB 브릿지보증대출의 대출금액에 따른 인지세액은 어떻게 되나요?,"대출금액에 따라 인지세액은 다음과 같습니다: 5천만원 이하 - 비과세, 5천만원 초과~1억원 이하 - 7만원(각각 3만5천원), 1억원 초과~10억원 이하 - 15만원(각각 7만5천원), 10억원 초과 - 35만원(각각 17만5천원)입니다.",pdf_102_label_1.pdf
KB 브릿지보증대출의 대출신청자격 변경 사항은 무엇인가요?,"대출신청자격이 변경되어 보증만기가 1개월 이내 도래해야 하며, 이전의 조건은 삭제되었습니다. 이 변경 사항은 기존 고객에게는 적용되지 않습니다.",pdf_102_label_1.pdf
KB 사잇돌 중금리대출의 대출신청자격은 무엇인가요?,"대출신청자격은 서울보증보험(주)의 보험증권 발급이 가능한 급여소득자, 사업소득자, 공적연금소득자로서 아래 기준을 충족하고 증빙서류 제출이 가능한 개인고객입니다. 급여소득자는 현직장 재직기간 3개월 이상, 연소득 1천 5백만원 이상이어야 하며, 사업소득자는 현 사업영위기간 6개월 이상, 연소득 1천만원 이상이어야 합니다. 공적연금 소득자는 연금수령 1회 이상이어야 합니다.",pdf_103_label_1.pdf
KB 사잇돌 중금리대출의 연체가산이자율은 얼마인가요?,연체가산이자율은 연 3%가 적용됩니다.,pdf_103_label_1.pdf
"부당권유로 대출계약을 체결한 경우, 계약 해지를 요구할 수 있는 기간은 어떻게 되나요?","부당권유를 하여 대출계약을 체결한 경우, 법 위반사실을 안 날부터 1년 또는 계약서류 수령일·계약체결일·대출금 수령일로부터 5년 중 먼저 도달한 기간 이내에 서면, 전화, 컴퓨터 통신으로 해당 계약의 해지를 요구할 수 있습니다.",pdf_103_label_1.pdf
KB 사잇돌 중금리대출을 신청하기 위해 필요한 서류는 무엇인가요?,"본인신분증(주민등록증, 자동차운전면허증, 국내에서 발행한 여권 등)과 재직 및 소득증빙서류(대출실행일 기준 1개월 이내 발급분)가 필요합니다. 급여소득자는 재직증명서와 근로소득 증빙서류가 필요하며, 사업소득자는 사업자등록증과 사업소득 증빙서류가 필요합니다. 연금소득자는 연금수급권자 확인서(또는 증명서)와 연금수령통장이 필요합니다.",pdf_103_label_1.pdf
KB 신용대출의 대출신청자격은 무엇인가요?,"대출신청자격은 당행 개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객으로 각 직군별 재직기간 기준을 충족하고, 소득증빙 가능한 직장인 고객으로 건강보험 자격득실확인서로 재직확인이 가능한 근로소득자만 해당됩니다.",pdf_104_label_1.pdf
KB 신용대출의 금리인하 요구권 신청 시 반영되지 않을 수 있는 경우는 어떤 경우인가요?,은행의 심사결과에 따라 금리인하 요청이 반영되지 않을 수도 있습니다.,pdf_104_label_1.pdf
대출계약을 철회할 수 있는 조건은 무엇인가요?,"대출계약은 발생한 날로부터 14일 이내에 은행에 서면, 전화, 컴퓨터 통신으로 철회의사를 표시하고 원금, 이자 및 부대비용을 전액 반환한 경우에 철회할 수 있습니다.",pdf_104_label_1.pdf
신용대출 장기분할상환 전환제도의 대출신청자격은 무엇인가요?,대출신청자격은 개인신용평가시스템(CSS) 등에 의해 산출된 의무상환금액(잔액 X 의무상환비율(최대 20%))만큼을 상환한 신용관리정보 등록이 없는 고객입니다.,pdf_105_label_1.pdf
"대출 상환 방법에는 어떤 종류가 있으며, 각각의 특징은 무엇인가요?",대출 상환 방법에는 다음과 같은 종류가 있습니다. ① 일시상환대출: 대출기간 동안 이자만 납부하고 만료일에 원금을 전액 상환합니다. ② 원리금균등 분할상환: 매월 동일한 할부금을 상환합니다. ③ 원금균등 분할상환: 매월 이자와 동일한 할부 원금을 상환합니다. ④ 할부금고정 분할상환: 최초 할부금을 만기까지 상환하고 잔액은 만료일에 전액 상환합니다. ⑤ 혼합상환: 지정한 원금은 만기일에 일시 상환하고 나머지는 매월 동일한 할부금으로 상환합니다. ⑥ 통장자동대출: 매일의 잔액에 대해 하루 단위로 이자를 계산하여 매월 이자 납입일에 대출금액에 합산합니다.,pdf_105_label_1.pdf
신용대출 장기분할상환 전환제도를 신청하기 위해 필요한 서류는 무엇인가요?,"신용대출 장기분할상환 전환제도를 신청하기 위해서는 본인신분증, 재직(사업) 또는 소득확인 서류, 재무적 곤란 사유 확인서류(필요시) 등이 필요합니다. 또한, 실직, 폐업, 질병, 상해, 본인 사망, 자연재해와 관련된 추가 서류도 요구될 수 있습니다.",pdf_105_label_1.pdf
에이스(ACE) 전문직 무보증대출의 대출신청자격에 대해 자세히 설명해 주실 수 있나요?,"대출신청자격은 일정한 국내자격증을 소지한 현직종사자로서, 수의사, 약사, 공인회계사, 세무사, 관세사, 변리사, 기술사, 도선사, 건축사, 법무사, 감정평가사, 공인노무사, 손해사정인기사 및 기능사자격증 소지자는 제외됩니다.",pdf_106_label_1.pdf
에이스 전문직 무보증대출의 금리 우대 조건은 무엇인가요?,"고객사랑 우대금리는 연 0.5%p로 2023.5.12 이후 신규취급분에 한하여 적용됩니다. 약정한도 증감방식 한도거래대출을 선택할 경우 '내맘대로 우대금리(연 0.1%p)'가 추가 적용되며, 종합통장자동대출의 경우 '한도소진율 우대금리(최고 연 0.4%p)'가 대출신규일로부터 1개월간 적용됩니다.",pdf_106_label_1.pdf
에이스(ACE) 전문직 무보증대출의 이자 계산 방법은 어떻게 되나요?,"이자는 원금에 소정이자율과 기간을 곱한 후 약정이자율이 연리에 의한 경우 일 단위는 365(윤년은 366)로, 월 단위는 12로 나누어 계산합니다.",pdf_106_label_1.pdf
"약정한도 증감방식 한도거래대출의 한도조절은 어떻게 이루어지며, 관련된 추가약정서는 어디에서 확인할 수 있나요?",약정한도 증감방식 한도거래대출은 최초 약정금액 범위 내에서 자유로운 한도조절이 가능한 상품입니다. 관련된 자세한 사항은 추가약정서(내맘대로통장자동대출 약정한도 증/감액용)를 참조하시기 바랍니다.,pdf_106_label_1.pdf
"통장자동대출의 최대 약정 한도는 언제 변경되었으며, 현재 최대 한도는 얼마인가요?","통장자동대출의 최대 약정 한도는 2023년 5월 12일에 변경되었으며, 현재 최대 한도는 2억원입니다.",pdf_106_label_1.pdf
대출이동서비스를 이용하기 위해 위임자는 어떤 정보를 제공해야 하나요?,"대출이동서비스를 이용하기 위해 위임자는 성명, 전화번호, 생년월일, 주소 등의 정보를 제공해야 합니다.",pdf_107_label_1.pdf
"지급보증서의 발급 및 조회는 어떻게 이루어지며, 전자 지급보증서 출력에 대한 규정은 무엇인가요?","지급보증서의 발급 및 조회는 서면 지급보증서와 전자 지급보증서로 구분됩니다. 서면 지급보증서는 은행이 신청인에게 서면으로 교부하며, 대내 지급보증의 경우 금융결제원 어음정보센터에서 발급사실을 확인할 수 있습니다. 전자 지급보증서는 은행이 정보처리시스템을 통해 작성하여 전자적 형태로 발급하며, 신청인 및 보증처에게 별도의 원본 지급보증서를 교부하지 않습니다. 보증처는 전자 지급보증서를 지급보증 기간 중 최대 3회까지 출력할 수 있으며, 추가 출력이 필요할 경우 은행 영업점에 방문하여 신청해야 합니다. 최대 2회(총 5회)까지 추가로 출력할 수 있지만, 전자 지급보증서 출력본은 원본이 아닙니다.",pdf_108_label_1.pdf
보증채무 이행청구를 하기 위해 필요한 서류는 무엇인가요?,"서면 지급보증서의 보증채무 이행청구를 위해서는 보증처가 서면 지급보증서 원본, 이행청구 관련 증빙서류, 그리고 금융실명거래 및 비밀보장에 관한 법률 등에서 정한 실명확인을 위한 서류를 직접 은행에 제출해야 합니다. 전자 지급보증서의 경우에는 전자 지급보증서의 출력본, 채무 이행청구 관련 증빙서류, 그리고 실명확인을 위한 서류를 제출한 후 금융결제원 어음정보센터에서 인증서를 사용하여 청구해야 합니다.",pdf_108_label_1.pdf
서면 지급보증서를 분실한 경우 신청인은 어떤 절차를 따라야 하나요?,신청인 또는 보증처는 서면 지급보증서의 원본을 분실 · 도난 또는 멸실한 경우에 즉시 은행에 신고하여야 합니다.,pdf_108_label_1.pdf
전자 지급보증서를 발급받기 위해 필요한 인증서는 무엇인가요?,전자 지급보증서를 이용하는 신청인과 보증처는 반드시 「전자서명법」에 의한 기업용(법인용) 인증서를 사용하여야 합니다.,pdf_108_label_1.pdf
지급보증 해지를 원할 경우 신청인은 어떤 절차를 따라야 하나요?,"신청인은 서면 지급보증서가 발급된 경우 보증서 원본을 회수하여 은행에 제출해야 하며, 전자 지급보증서의 경우 보증처가 금융결제원 어음정보센터에서 인증서를 사용하여 지급보증 해지 요청을 해야 합니다.",pdf_108_label_1.pdf
"지급보증서의 발급 및 조회는 어떻게 이루어지며, 전자 지급보증서의 출력은 몇 회까지 가능한가요?","지급보증서의 발급 및 조회는 서면 지급보증서와 전자 지급보증서로 나뉘어 이루어집니다. 서면 지급보증서는 은행이 신청인에게 서면으로 교부하며, 대내지급보증의 경우 금융결제원 어음정보센터에서 발급사실을 확인할 수 있습니다. 전자 지급보증서는 은행이 정보처리시스템을 통해 전자적 형태로 발급하며, 보증처는 지급보증 기간 중 최대 3회까지 출력할 수 있습니다. 추가 출력이 필요한 경우 은행 영업점에 방문하여 신청하면 최대 2회(총 5회) 추가로 출력할 수 있습니다.",pdf_109_label_1.pdf
보증채무 이행청구를 하기 위해 보증처가 제출해야 하는 서류는 무엇인가요?,"보증처는 서면 지급보증서의 경우 원본, 이행청구 관련 증빙서류, 그리고 실명확인을 위한 서류를 제출해야 하며, 전자 지급보증서의 경우 출력본, 채무 이행청구 관련 증빙서류, 실명확인을 위한 서류 등을 제출해야 합니다.",pdf_109_label_1.pdf
은행의 전자금융거래기본약관에서 손실부담 및 면책 조항은 어떻게 적용되나요?,은행의 전자금융거래기본약관상 손실부담 및 면책 조항에 따라 정해진 바에 따릅니다.,pdf_109_label_1.pdf
KB 징검다리론의 대출신청자격은 무엇인가요?,"대출신청일 현재 4대 서민금융상품을 성실하게 상환한 고객 중 소득서류 제출이 가능하고, 다음 각 항목에 모두 해당하는 고객입니다: 1) 4대 서민금융상품을 성실상환 후 완제하거나, 2년 이상 대출금액의 75% 이상을 성실상환 중인 고객, 2) 대출신청일 기준 개인신용평점 하위 20% 이상 고객.",pdf_110_label_1.pdf
"KB 징검다리론의 대출 계약 철회권은 어떻게 되며, 철회권 남용 시 어떤 불이익이 발생할 수 있나요?","대출 계약 철회권은 계약서류 수령일, 계약 체결일, 대출금 수령일 중 나중에 발생한 날부터 14일 이내에 은행에 서면, 전화, 컴퓨터 통신으로 철회의사를 표시하고 원금, 이자 및 부대비용을 전액 반환한 경우에 행사할 수 있습니다. 그러나 동일 은행에 최근 1개월 내에 2회 이상 대출 계약을 철회하는 경우 신규대출·대출만기 연장 거절, 대출한도 축소, 금리우대 제한 등의 불이익이 발생할 수 있습니다.",pdf_110_label_1.pdf
KB 징검다리론의 대출금 상환이 지연될 경우 어떤 불이익이 발생할 수 있나요?,"만기일 경과 후 대출금액을 전액 상환하지 않거나 기한 연장하지 않은 경우, 은행여신거래기본약관에 따라 기한의 이익이 상실되어 대출잔액에 대한 지연배상금이 부과됩니다. 연체가 계속되는 경우, 연체기간에 따라 '신용정보의 이용 및 보호에 관한 법률'과 '일반신용정보 관리규약'에 따라 '연체정보 등'으로 등록되어 금융 불이익을 받을 수 있습니다.",pdf_110_label_1.pdf
채무조정프로그램의 신용대출 신청 자격은 어떻게 되나요?,"신용대출 신청 자격은 아래의 경우 중 하나라도 해당되는 계좌를 보유한 고객으로, 개인신용평가시스템(CSS) 등에 의해 산출된 의무상환금액만큼을 상환한 고객입니다. ① 3개월(90일)이상 잔액 연체중인 신용대출 ② 1개월 이내 대출만기도래 신용대출 또는 대출만기가 경과된 신용대출(신용관리정보 등록이 있는 고객)입니다.",pdf_111_label_1.pdf
"대출 상환 방법에는 어떤 종류가 있으며, 각각의 특징은 무엇인가요?",대출 상환 방법에는 여러 가지가 있습니다. ① 일시상환대출: 대출기간 중 이자만 납부하고 만료일에 원금을 전액 상환합니다. ② 원리금균등 분할상환: 매월 동일한 할부금을 상환합니다. ③ 원금균등 분할상환: 매월 이자 및 동일한 할부 원금을 상환합니다. ④ 할부금고정 분할상환: 최초 할부금을 만기까지 상환하고 잔액은 만료일에 전액 상환합니다. ⑤ 혼합상환: 지정한 대출원금은 만기일에 일시 상환하고 나머지는 매월 동일한 할부금으로 상환합니다. ⑥ 통장자동대출: 매일 잔액에 대해 하루 단위로 이자를 계산하여 매월 이자 납입일에 대출금액에 합산합니다.,pdf_111_label_1.pdf
대출 상품 계약 시 적용되는 약관은 어디에서 확인할 수 있나요?,약관은 창구 및 KB국민은행 홈페이지(www.kbstar.com : 전체서비스 → 고객센터 → 서식/약관/설명서)에서 교부 및 열람이 가능합니다.,pdf_111_label_1.pdf
"KB 처음EASY 신용대출의 대출신청자격은 어떻게 되며, 어떤 고객이 제외될 수 있나요?","대출신청자격은 만 19세 이상의 고객으로, 직장인 사회초년생, 초기사업가, 사업소득원천징수대상자, 아르바이트생이 포함됩니다. 이들은 재직 또는 사업기간이 3개월 이상 1년 미만이어야 하며, 최근 3개월 소득발생자 또는 국민연금/건강보험료 납부자여야 합니다. 재직 또는 사업사실 확인이 불가한 전업주부, 은퇴자 등은 대출대상에서 제외될 수 있으며, 일정수준 이상의 소득이 있는 고객도 제외될 수 있습니다.",pdf_112_label_1.pdf
KB 처음EASY 신용대출의 중도상환수수료는 어떻게 계산되나요?,"중도상환수수료는 중도상환원금에 수수료율(0.02%)을 곱하고 잔존일수를 나눈 후 대출기간으로 나누어 계산됩니다. 단, 종합통장자동대출의 경우 중도상환수수료가 면제됩니다.",pdf_112_label_1.pdf
KB 처음EASY 신용대출의 이자 계산 방법은 어떻게 되나요?,"이자는 원금에 소정이자율과 기간을 곱한 후 약정이자율이 연리에 의한 경우 일 단위는 365(윤년은 366)로, 월 단위는 12로 나누어 계산합니다.",pdf_112_label_1.pdf
대출을 받을 때 개인신용평점에 미치는 영향은 무엇인가요?,"대출금과 신용카드 사용액이 상환능력에 비해 과도할 경우 개인신용평점이 하락할 수 있으며, 이로 인해 금융거래와 관련된 불이익이 발생할 수 있습니다.",pdf_112_label_1.pdf
KB 폐업지원 대환대출의 대출신청자격은 무엇인가요?,"대출신청자격은 국민은행에서 사업자대출(지역신용보증재단 보증서대출)을 이용중인 개인사업자로서 모든 사업장을 폐업한 고객님이며, 지역신용보증재단의 보증서 발급을 승인받은 고객님입니다.",pdf_113_label_1.pdf
KB 폐업지원 대환대출의 이자 계산 방법은 어떻게 되나요?,"이자는 원금에 소정 이자율과 기간을 곱한 후 약정이자율이 연리에 의한 경우 일 단위는 365(윤년은 366)로, 월 단위는 12로 나누어 계산합니다.",pdf_113_label_1.pdf
대출신청인이 신용도판단정보 등록자일 경우 대출이 제한될 수 있는 이유는 무엇인가요?,대출신청인이 신용도판단정보 등록자(신용회복지원 또는 배드뱅크 포함)이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.,pdf_113_label_1.pdf
KB 폐업지원 대환대출의 대출금액과 대출기간은 어떻게 되나요?,"대환대출금액은 대환대상 기업대출 잔액 이내이며, 대환 대출금액이 1억원 이하일 경우 대출기간은 5년 이상 30년 이내이고, 1억원 초과일 경우 대출기간은 5년 이상 10년 이내입니다.",pdf_114_label_1.pdf
대환 대출금액이 1억원 이하인 경우 금리인하 요구권을 신청할 수 있는지 여부는 어떻게 되나요?,대환 대출금액이 1억원 이하인 경우 금리인하 요구권 신청대상이 아닙니다.,pdf_114_label_1.pdf
"KB 폐업지원 대환대출의 해지 요청은 어떤 기간 내에 가능하며, 은행은 해지 요청에 대해 언제 통지하나요?","해지 요청은 사실을 안 날부터 1년 또는 계약서류 수령일·계약체결일·대출금 수령일로부터 5년 중 먼저 도달한 기간 이내에 서면, 전화, 컴퓨터 통신으로 할 수 있습니다. 은행은 해지를 요구받은 날부터 10일 이내에 고객에게 수락여부 및 그 사유를 통지합니다.",pdf_114_label_1.pdf
KB 햇살론15 Ⅱ의 대출금리는 어떻게 구성되어 있나요?,"고객 적용금리는 연 15.9%로, 이는 은행이율 연 6.0%와 보증료율 연 9.9%의 합계입니다.",pdf_115_label_1.pdf
KB 햇살론15 Ⅱ의 대출 상환 시 고객이 부담해야 하는 비용은 무엇인가요?,대출 상환 시 고객이 부담해야 하는 비용은 없습니다.,pdf_115_label_1.pdf
KB 햇살론15 Ⅱ 상품의 대출신청 시 필요한 서류는 무엇인가요?,"대출신청 시 필요한 서류는 본인신분증(주민등록증, 자동차운전면허증, 국내에서 발행한 여권 등)과 재직 및 소득 증빙 서류입니다. 근로소득자는 재직증명서와 근로소득원천징수영수증, 사업소득자는 사업자등록증과 소득금액증명원, 연금소득자는 연금수급증서와 연금수급권자 확인서를 제출해야 합니다. 또한 서민금융진흥원 서민금융통합지원센터를 통한 직접 보증의 경우 신용보증 승인 접수증 또는 발급사실 증명하는 SMS 문자가 필요합니다.",pdf_115_label_1.pdf
KB 햇살론뱅크의 대출신청자격은 어떻게 되나요?,"대출신청자격은 정책서민금융상품을 성실하게 상환한 고객 중 부채가 감소하거나 신용도가 개선된 고객으로서, 만 19세 이상이며 연소득이 3천5백만 원 이하(신용평점 무관) 또는 개인신용평점 하위 20% 이하이고 연소득 4천5백만원 이하인 고객입니다. 또한, 정책서민금융상품을 6개월 이상 성실하게 상환한 고객이거나 재직 기준에 맞는 근로소득자, 사업소득자, 연금소득자여야 합니다.",pdf_116_label_1.pdf
서민금융진흥원 보증료의 우대 조건은 무엇인가요?,"서민금융진흥원 보증료의 우대 조건은 다음과 같습니다: ① 교육·컨설팅 이수자 우대: 서민금융진흥원의 금융관리교육, 신용·부채관리 컨설팅 이수 확인 시 연 0.1%p 인하, ② 국민취업지원제도 취업 성공자 우대: 국민취업지원제도 프로그램 종료일부터 1년 이내 보증신청 시 연 0.1%p 인하, ③ 사회적배려 대상자 우대: 사회적배려 대상자로 확인 시 연 1.0%p 인하. 단, 금융교육·신용부채관리컨설팅·국민취업제도 취업성공 보증료 인하 중복은 불가합니다.",pdf_116_label_1.pdf
KB 햇살론뱅크의 대출한도가 변경된 이유와 변경 후 한도는 얼마인가요?,KB 햇살론뱅크의 대출한도는 변경 전 최고 2천만원에서 변경 후 최고 2천5백만원으로 증가하였습니다.,pdf_116_label_1.pdf
국민기초생활수급자 증명서를 제출해야 하는 이유는 무엇인가요?,국민기초생활수급자 증명서는 국민기초생활수급자 자격을 확인하기 위해 필요합니다.,pdf_116_label_1.pdf
휴·폐업 개인사업자 신용대출을 가계신용대출로 전환할 때 필요한 대출신청자격은 무엇인가요?,대출신청자격은 개인신용평가시스템(CSS) 등에 의해 산출된 의무상환금액(잔액 X 의무상환비율(최대 20%))만큼을 상환한 고객(신용관리정보 등록고객 포함)입니다.,pdf_117_label_1.pdf
"대출 상환 방법에는 어떤 종류가 있으며, 각각의 특징은 무엇인가요?",대출 상환 방법에는 다음과 같은 종류가 있습니다. ① 일시상환대출: 대출기간 중 이자만 납부하고 만료일에 원금을 전액 상환합니다. ② 원리금균등 분할상환: 매월 동일한 할부금을 상환합니다. ③ 원금균등 분할상환: 매월 이자와 동일한 할부 원금을 상환합니다. ④ 할부금고정 분할상환: 최초 할부금을 만기까지 상환하고 잔액은 만료일에 전액 상환합니다. ⑤ 혼합상환: 지정한 원금은 만기일에 일시 상환하고 나머지는 매월 동일한 할부금으로 상환합니다. ⑥ 통장자동대출: 매일의 잔액에 대해 하루 단위로 이자를 계산하여 매월 이자 납입일에 합산합니다.,pdf_117_label_1.pdf
휴·폐업 개인사업자 신용대출을 신청하기 위해 필요한 서류는 무엇인가요?,"휴·폐업 개인사업자 신용대출을 신청하기 위해서는 본인 신분증(주민등록증, 자동차운전면허증, 국내에서 발행한 여권 등), 재직(사업) 또는 소득 확인 서류, 그리고 휴·폐업 사실증명원이 필요합니다.",pdf_117_label_1.pdf
휴·폐업 개인사업자 신용대출의 가계장기분할상환 전환제도의 대출신청자격은 무엇인가요?,대출신청자격은 개인신용평가시스템(CSS) 등에 의해 산출된 의무상환금액(잔액 X 의무상환비율(최대 20%))만큼을 상환한 고객입니다.,pdf_118_label_1.pdf
"대출 상환 방법에는 어떤 종류가 있으며, 각 방법의 특징은 무엇인가요?","대출 상환 방법에는 다음과 같은 종류가 있습니다: ① 일시상환대출: 대출기간 중 이자만 납부하고, 만료일에 원금을 전액 상환합니다. ② 원리금균등 분할상환: 매월 동일한 할부금을 상환합니다. ③ 원금균등 분할상환: 매월 이자와 동일한 할부 원금을 상환합니다. ④ 할부금고정 분할상환: 최초 할부금을 만기까지 상환하고, 잔액은 만료일에 전액 상환합니다. ⑤ 혼합상환: 지정한 대출원금은 만기일에 일시 상환하고, 나머지는 매월 동일한 할부금으로 상환합니다. ⑥ 통장자동대출: 매일의 잔액에 대해 하루 단위로 이자를 계산하여 매월 결산일에 대출금액에 합산합니다.",pdf_118_label_1.pdf
휴·폐업 개인사업자 신용대출의 가계장기분할상환 전환제도를 이용하기 위해 필요한 서류는 무엇인가요?,휴업 또는 폐업 사실증명원과 세무서 발급분(홈택스 발급 가능)이 필요합니다.,pdf_118_label_1.pdf
KB나라사랑대출의 대출신청자격은 어떻게 되나요?,"대출신청자격은 국가보훈부로부터 전자문서로 대출 추천을 받은 국가유공자 및 장기복무(10년 이상 복무)한 제대군인 고객입니다. 이들은 국가보훈부에서 정한 기준을 충족하여 대출추천을 받을 수 있으며, 중복대출 및 자금별로 대출신청이 가능합니다.",pdf_119_label_1.pdf
제대군인이 2023년 1월 1일부터 2023년 12월 31일 이전에 생활안정자금 대출을 받을 경우 적용되는 금리는 얼마인가요?,연 2.9% 적용됩니다.,pdf_119_label_1.pdf
"대출 계약 철회권을 행사할 수 있는 기간은 어떻게 되며, 철회 시 어떤 절차를 따라야 하나요?","대출 계약 철회권은 계약서류 수령일, 계약 체결일, 대출금 수령일 중 나중에 발생한 날부터 14일 이내에 행사할 수 있습니다. 철회를 원할 경우 은행에 서면, 전화, 컴퓨터 통신으로 철회의사를 표명하고 원금, 이자 및 부대비용을 전액 반환해야 합니다.",pdf_119_label_1.pdf
카드 사용액이 과도할 경우 개인신용평점에 미치는 영향은 무엇인가요?,"카드 사용액이 과도할 경우 개인신용평점이 하락할 수 있으며, 이로 인해 금융거래와 관련된 불이익이 발생할 수 있습니다.",pdf_119_label_1.pdf
제대군인을 위한 생활안정자금 대출의 금리는 2023년 1월 1일부터 2023년 12월 31일까지 어떤 비율로 적용되나요?,2023년 1월 1일부터 2023년 12월 31일까지 제대군인을 위한 생활안정자금 대출 신규분의 경우 연 2.9%가 적용됩니다.,pdf_119_label_1.pdf
KB나라사랑대출을 신청하기 위해 필요한 서류는 무엇인가요?,"사업자등록증, 사업자등록 신청접수증(사업예정자) 및 사업 계획서(보훈처 양식), 매출액 증명 서류, 일회성 소요자금 입증 서류-소약대출보증보험증권(서울보증보험)이 필요합니다.",pdf_119_label_1.pdf
KB닥터론의 대출신청자격은 무엇인가요?,"대출신청자격은 근로소득 또는 사업소득이 있는 현직의사(전문의, 레지던트, 인턴, 군의관, 공중보건의 포함), 한의사, 치과의사, 또는 개업예정의(의사, 한의사, 치과의사), 의대본과 4학년 및 의사면허합격자(치의대, 한의대 포함)로서 개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객입니다.",pdf_120_label_1.pdf
"KB닥터론의 중도상환 수수료는 어떻게 되며, 연체이자율은 어떻게 계산되나요?","KB닥터론의 중도상환 수수료는 면제입니다. 연체이자율은 차주별 대출이자율에 연체가산이자율을 더한 금액으로, 최고 연 15%가 적용됩니다. 대출이자율이 최고 연체이자율 이상인 경우에는 대출이자율에 연 2.0%p를 추가하여 계산합니다. 연체가산이자율은 연 3%입니다.",pdf_120_label_1.pdf
일시상환대출의 상환 방법은 어떻게 되나요?,"일시상환대출은 대출기간 중에는 이자지급일에 이자만 납부하고, 대출기간 만료일에 대출원금을 전액 상환합니다.",pdf_120_label_1.pdf
KB국민은행의 대출 상품에 대한 약관은 어디에서 확인할 수 있나요?,"약관은 창구에서 교부 및 열람이 가능하며, 상품에 대한 자세한 내용은 영업점 직원 또는 KB국민은행 고객센터(☎1588-9999)에 문의하시거나 KB국민은행 홈페이지(www.kbstar.com)를 참조하여 주시기 바랍니다.",pdf_120_label_1.pdf
KB닥터론의 대출금액 변경 사항은 무엇인가요?,2023년 5월 12일 기준으로 KB닥터론의 대출금액이 최고 3억원에서 최고 4억원으로 변경되었습니다.,pdf_120_label_1.pdf
KB로이어론의 대출신청자격은 어떻게 되나요?,"대출신청자격은 근로소득 또는 사업소득이 있는 현직변호사, 판사, 검사, 군법무관 또는 사법연수원생으로서 개인신용평가 시스템(CSS)에 의해 대출적격자로 판정된 고객입니다.",pdf_121_label_1.pdf
"대출 계약 철회권을 행사할 수 있는 기간은 어떻게 되며, 철회 시 반환해야 하는 금액은 무엇인가요?","대출 계약 철회권은 계약서류 수령일, 계약 체결일, 대출금 수령일 중 나중에 발생한 날부터 14일(기간의 말일이 휴일인 경우 다음 영업일)까지 행사할 수 있습니다. 철회 시 원금, 이자 및 부대비용을 전액 반환해야 합니다.",pdf_121_label_1.pdf
"대출 기한 연장 절차는 어떻게 되며, 연체이자를 방지하기 위해서는 어떤 시점에 진행해야 하나요?","대출 기한 연장은 대출 만기일 1개월 이전부터 가능하며, 만기일 전까지 영업점을 방문하여 필요한 절차(기한연장, 재대출, 대출상환 등)를 진행해야 합니다. 이를 통해 대출금에 대한 연체이자가 발생하는 등의 불이익을 방지할 수 있습니다.",pdf_121_label_1.pdf
대출 만기일 경과 후 상환하지 않을 경우 어떤 불이익이 발생하나요?,"대출금액을 전액 상환하지 않거나 기한 연장을 하지 않은 경우, 은행여신거래기본약관에 따라 기한의 이익이 상실되어 대출잔액에 대한 지연배상금이 부과됩니다. 또한, 연체가 계속될 경우 연체기간에 따라 신용정보의 이용 및 보호에 관한 법률과 일반신용정보 관리규약에 따라 '연체정보 등'으로 등록되어 금융 불이익을 받을 수 있습니다.",pdf_121_label_1.pdf
